Good\0.jpg  1  0 0 64 64
Good\1.jpg  1  0 0 64 64
Good\2.jpg  1  0 0 64 64
Good\3.jpg  1  0 0 64 64
Good\4.jpg  1  0 0 64 64
Good\5.jpg  1  0 0 64 64
Good\6.jpg  1  0 0 64 64
Good\7.jpg  1  0 0 64 64
Good\8.jpg  1  0 0 64 64
Good\9.jpg  1  0 0 64 64
Good\10.jpg  1  0 0 64 64
Good\11.jpg  1  0 0 64 64
Good\12.jpg  1  0 0 64 64
Good\13.jpg  1  0 0 64 64
Good\14.jpg  1  0 0 64 64
Good\15.jpg  1  0 0 64 64
Good\16.jpg  1  0 0 64 64
Good\17.jpg  1  0 0 64 64
Good\18.jpg  1  0 0 64 64
Good\19.jpg  1  0 0 64 64
Good\20.jpg  1  0 0 64 64
Good\21.jpg  1  0 0 64 64
Good\22.jpg  1  0 0 64 64
Good\23.jpg  1  0 0 64 64
Good\24.jpg  1  0 0 64 64
Good\25.jpg  1  0 0 64 64
Good\26.jpg  1  0 0 64 64
Good\27.jpg  1  0 0 64 64
Good\28.jpg  1  0 0 64 64
Good\29.jpg  1  0 0 64 64
Good\30.jpg  1  0 0 64 64
Good\31.jpg  1  0 0 64 64
Good\32.jpg  1  0 0 64 64
Good\33.jpg  1  0 0 64 64
Good\34.jpg  1  0 0 64 64
Good\35.jpg  1  0 0 64 64
Good\36.jpg  1  0 0 64 64
Good\37.jpg  1  0 0 64 64
Good\38.jpg  1  0 0 64 64
Good\39.jpg  1  0 0 64 64
Good\40.jpg  1  0 0 64 64
Good\41.jpg  1  0 0 64 64
Good\42.jpg  1  0 0 64 64
Good\43.jpg  1  0 0 64 64
Good\44.jpg  1  0 0 64 64
Good\45.jpg  1  0 0 64 64
Good\46.jpg  1  0 0 64 64
Good\47.jpg  1  0 0 64 64
Good\48.jpg  1  0 0 64 64
Good\49.jpg  1  0 0 64 64
Good\50.jpg  1  0 0 64 64
Good\51.jpg  1  0 0 64 64
Good\52.jpg  1  0 0 64 64
Good\53.jpg  1  0 0 64 64
Good\54.jpg  1  0 0 64 64
Good\55.jpg  1  0 0 64 64
Good\56.jpg  1  0 0 64 64
Good\57.jpg  1  0 0 64 64
Good\58.jpg  1  0 0 64 64
Good\59.jpg  1  0 0 64 64
Good\60.jpg  1  0 0 64 64
Good\61.jpg  1  0 0 64 64
Good\62.jpg  1  0 0 64 64
Good\63.jpg  1  0 0 64 64
Good\64.jpg  1  0 0 64 64
Good\65.jpg  1  0 0 64 64
Good\66.jpg  1  0 0 64 64
Good\67.jpg  1  0 0 64 64
Good\68.jpg  1  0 0 64 64
Good\69.jpg  1  0 0 64 64
Good\70.jpg  1  0 0 64 64
Good\71.jpg  1  0 0 64 64
Good\72.jpg  1  0 0 64 64
Good\73.jpg  1  0 0 64 64
Good\74.jpg  1  0 0 64 64
Good\75.jpg  1  0 0 64 64
Good\76.jpg  1  0 0 64 64
Good\77.jpg  1  0 0 64 64
Good\78.jpg  1  0 0 64 64
Good\79.jpg  1  0 0 64 64
Good\80.jpg  1  0 0 64 64
Good\81.jpg  1  0 0 64 64
Good\82.jpg  1  0 0 64 64
Good\83.jpg  1  0 0 64 64
Good\84.jpg  1  0 0 64 64
Good\85.jpg  1  0 0 64 64
Good\86.jpg  1  0 0 64 64
Good\87.jpg  1  0 0 64 64
Good\88.jpg  1  0 0 64 64
Good\89.jpg  1  0 0 64 64
Good\90.jpg  1  0 0 64 64
Good\91.jpg  1  0 0 64 64
Good\92.jpg  1  0 0 64 64
Good\93.jpg  1  0 0 64 64
Good\94.jpg  1  0 0 64 64
Good\95.jpg  1  0 0 64 64
Good\96.jpg  1  0 0 64 64
Good\97.jpg  1  0 0 64 64
Good\98.jpg  1  0 0 64 64
Good\99.jpg  1  0 0 64 64
Good\100.jpg  1  0 0 64 64
Good\101.jpg  1  0 0 64 64
Good\102.jpg  1  0 0 64 64
Good\103.jpg  1  0 0 64 64
Good\104.jpg  1  0 0 64 64
Good\105.jpg  1  0 0 64 64
Good\106.jpg  1  0 0 64 64
Good\107.jpg  1  0 0 64 64
Good\108.jpg  1  0 0 64 64
